id_replic,replic,html_text,sentiment
1907,Все это у тебя — и тоска эта — от бездействия.,Все это у тебя — и тоска эта — от бездействия.,neutral
1908,Что это так занимает тебя? или денег тебе жаль?,"Что это так занимает тебя? <i>— спросил он, — </i>или денег тебе жаль?",neutral
1909,В таком случае прощайте... Извините.,В таком случае прощайте... Извините.,sadness
1910,"Знаю я! знаю я все, что вы делаете! вы около этой мерзкой татарки ухаживаете! Только смейте у меня не прийти сегодня к Ольге Семеновне!","Знаю я! знаю я все, что вы делаете! <i>— продолжала она, не помня себя от волнения, — </i>вы около этой мерзкой татарки ухаживаете! Только смейте у меня не прийти сегодня к Ольге Семеновне!",anger
1911,"Как... так неужели правда, что он там был? Боже, да ведь ты оттуда! Узнала ты что-нибудь? Был там старик? Был или нет?","Как... так неужели правда, что он там был? <i>— воскликнул Ганя, вспыхнув от стыда и бешенства: — </i>Боже, да ведь ты оттуда! Узнала ты что-нибудь? Был там старик? Был или нет?",surprise
1912,"Ну, как вам не стыдно — отдали траншею. Это ужасно! ","Ну, как вам не стыдно — отдали траншею. Это ужасно! <i>— сказал Гальцин, огорченный этим равнодушием. — </i>Как вам не стыдно! <i>— повторил он, отворачиваясь от солдата.</i>",disgust
1913,"Ты моя жена уже полгода, но в твоей душе ни даже искры любви, нет никакой надежды, никакого просвета! Зачем ты вышла за меня? Зачем? Какой демон толкал тебя в мои объятия? На что ты надеялась? Чего ты хотела?","Ты моя жена уже полгода, но в твоей душе ни даже искры любви, нет никакой надежды, никакого просвета! Зачем ты вышла за меня? <i>— продолжал Лаптев с отчаянием. — </i>Зачем? Какой демон толкал тебя в мои объятия? На что ты надеялась? Чего ты хотела?",sadness
1914,Да разве можно в этом захолустье найти лошадей? ,Да разве можно в этом захолустье найти лошадей? <i>— воскликнул я с невольной досадой...</i>,disgust
1915,"Да ведь я и говорил, что вы на нее будете удивляться и не поймете ее. Я все время за вами наблюдал, как вы с нею говорили, и думал: «ах, как бы этот ее не понял»! Но нет, вижу, и вы не поняли.","Да ведь я и говорил, что вы на нее будете удивляться и не поймете ее. Я все время за вами наблюдал, как вы с нею говорили, и думал: «ах, как бы этот ее не понял»! Но нет, вижу, и вы не поняли.",neutral
1916,"Помилуйте, как не скучать: человек я молодой, живем мы словно как в монастыре каком, а вперед видишь только то, что, может быть, до гробовой доски должен пропадать в таком одиночестве. Даже отчаянье иногда приходит.","Помилуйте, как не скучать: человек я молодой, живем мы словно как в монастыре каком, а вперед видишь только то, что, может быть, до гробовой доски должен пропадать в таком одиночестве. Даже отчаянье иногда приходит.",neutral
1917,"Какие глупости, медовый месяц и что самое счастье в первое время. Напротив, теперь самое лучшее. Ежели бы ты только не уезжал. Помнишь, как мы ссорились? И всегда я была виновата. Всегда я. И о чем мы ссорились — я не помню даже.","Какие глупости, <i>— сказала вдруг Наташа, — </i>медовый месяц и что самое счастье в первое время. Напротив, теперь самое лучшее. Ежели бы ты только не уезжал. Помнишь, как мы ссорились? И всегда я была виновата. Всегда я. И о чем мы ссорились — я не помню даже.",neutral
1918,"Бога вы не боитесь, Авдотья Петровна! неужто уж бедность-то в вас и християнство погубила?","Бога вы не боитесь, Авдотья Петровна! <i>— говорю я, — </i>неужто уж бедность-то в вас и християнство погубила?",disgust
1919,"Иди! Увидят! Вон и то, кажись, постоялец наш, черт, по двору ходит.","Иди! Увидят! <i>— проговорила она. — </i>Вон и то, кажись, постоялец наш, черт, по двору ходит.",fear
1920,Да разве вы не слышали? Ведь я выхожу замуж за Петра Егорыча!,Да разве вы не слышали? Ведь я выхожу замуж за Петра Егорыча!,surprise
1921,Господи! какие страсти-с! ,Господи! какие страсти-с! <i>— простонала девица Перепелицына.</i>,fear
1922,"Как в тебе мало осталось военного! Дипломат, артист, вот этакое что-то.","Как в тебе мало осталось военного! <i>— сказал ему Серпуховской. — </i>Дипломат, артист, вот этакое что-то.",disgust
1923,"Извините, я не имею обычая говорить у порога с теми, кто ко мне приезжает. Вы приехали, я вас вежливо принял, и только.","Извините, я не имею обычая говорить у порога с теми, кто ко мне приезжает. Вы приехали, я вас вежливо принял, и только.",neutral
1924,"Ради бога, Елена Николаевна, придите в себя. Я, конечно, никак не мог ожидать вас здесь увидеть; но я все-таки... предполагаю, что вы зашли сюда на короткое время. Вспомните, вас могут хватиться дома...","Ради бога, Елена Николаевна, придите в себя. Я, конечно, никак не мог ожидать вас здесь увидеть; но я все-таки... предполагаю, что вы зашли сюда на короткое время. Вспомните, вас могут хватиться дома...",fear
1925,"Эх, досадно!","Эх, досадно!",sadness
1926,"Нечестно, нечестно! я вас уже теперь не люблю. Что скажут, что подумают обо мне? я пропала...","Нечестно, нечестно! <i>— твердила она в тоске, — </i>я вас уже теперь не люблю. Что скажут, что подумают обо мне? я пропала...",fear
1927,"У немцев, у англичан, им... там... на все... есть инструмент! Пастор — это человек, это член общества, а у нас? Я вас спрашиваю, вы священник, ну, скажите сами, пожалуйста: разве может иметь влияние учитель, стоящий умственно ниже ученика своего?","У немцев, у англичан, им... там... на все... есть инструмент! Пастор — это человек, это член общества, а у нас? Я вас спрашиваю, вы священник, ну, скажите сами, пожалуйста: разве может иметь влияние учитель, стоящий умственно ниже ученика своего?",disgust
1928,В самом деле пахнет! уж не пожар ли? поди-ка сбегай к верхним жильцам.,"В самом деле пахнет! <i>— сказала встревоженная барышня, — </i>уж не пожар ли? поди-ка сбегай к верхним жильцам.",fear
1929,"О, как нельзя лучше! Я не люблю много спать. Вот чай и вот хлеб, ","О, как нельзя лучше! Я не люблю много спать. Вот чай и вот хлеб, <i>— добавила она, подавая брату стакан и корзинку с печеньем.</i>",joy
1930,"Ай, не надо! Ой, ради бога, скорее, скорее, ради... а-а-а-а!","Ай, не надо! Ой, ради бога, скорее, скорее, ради... а-а-а-а!",fear
1931,Вы как будто печальны? ,Вы как будто печальны? <i>— промолвил он.</i>,neutral
1932,Вот он какой!,Вот он какой!,surprise
1933,"Извините, что вас перерву, сделайте одолжение: нельзя ли сократить и перейти прямо к цели вашего посещения. Я тороплюсь, мне надо идти со двора...","Извините, что вас перерву, сделайте одолжение: нельзя ли сократить и перейти прямо к цели вашего посещения. Я тороплюсь, мне надо идти со двора...",sadness
1934,"Оооо!.. Бросьте, ради Христа, ","Оооо!.. Бросьте, ради Христа, <i>— закричал раненый; но его всё-таки подняли и положили.</i>",fear
1935,"Да, пощадите, пощадите меня! Пощадите, верьте, не отталкивайте меня...","Да, пощадите, пощадите меня! <i>— закричала я, сжимая ее в объятиях. — </i>Пощадите, верьте, не отталкивайте меня...",fear
1936,"Сестра, дорогая моя, как исправляться, если я убежден, что поступаю по совести? Пойми!","Сестра, дорогая моя, <i>— говорил я, — </i>как исправляться, если я убежден, что поступаю по совести? Пойми!",neutral
1937,"Еще бы! Что ни говори, это одно из удовольствий жизни, Ну, так дай ты нам, братец ты мой, устриц два, или мало — три десятка, суп с кореньями...","Еще бы! Что ни говори, это одно из удовольствий жизни, <i>— сказал Степан Аркадьич. — </i>Ну, так дай ты нам, братец ты мой, устриц два, или мало — три десятка, суп с кореньями...",neutral
1938,Малаги? навряд ли у нас и есть! ,"Малаги? навряд ли у нас и есть! <i>— сказал дядя, с беспокойством смотря на Прасковью Ильиничну.</i>",fear
1939,"Ничего, ничего, разве не все равно! На один день мы в гостиную перейдем. Можно всю нашу половину им отдать.","Ничего, ничего, разве не все равно! На один день мы в гостиную перейдем. Можно всю нашу половину им отдать.",neutral
1940,Не стоит благодарности. Да не хочешь ли в мою ложу? нас только двое с женой; ты же давно с ней не видался: поволочился бы.,Не стоит благодарности. Да не хочешь ли в мою ложу? нас только двое с женой; ты же давно с ней не видался: поволочился бы.,neutral
1941,"Вот тебе моя московка: баба добрая, жалеет меня: поздоров ее боже за это. Это мой старый товарищ, Даша, ","Вот тебе моя московка: баба добрая, жалеет меня: поздоров ее боже за это. Это мой старый товарищ, Даша, <i>— отнесся Нечай к жене.</i>",joy
1942,"Очень просто: улучшая его участь, вы даете случай развиться в нем новым потребностям, которых он до того не имел; к прежней-то своей жизни он привык и не жаловался... к чему не привыкают! ","Очень просто: улучшая его участь, вы даете случай развиться в нем новым потребностям, которых он до того не имел; к прежней-то своей жизни он привык и не жаловался... к чему не привыкают! <i>— теперь же другое дело: испытав сладкого, он не хочет уж горького, не хочет возвратиться к прежней своей безотрадной жизни. А между тем вас-то уж и нет, чтоб вновь подать ему милостыню: вы точно так же исчезли, как и встретились с ним на пути его, то есть совершенно случайно!</i>",neutral
1943,Тише! тише! не заезжайте!,Тише! тише! не заезжайте!,anger
1944,"Я вас прошу, оставьте эту книгу в покое, ","Я вас прошу, оставьте эту книгу в покое, <i>— резко проговорил он.</i>",anger
1945,Н-нет... не выходите! ,"Н-нет... не выходите! <i>— прошептал он наконец, и с усилием перевел дух.</i>",fear
1946,"Да, понимаю: вы деист, но не умеете молиться... считаете это лишним. Пожалуй!","Да, понимаю: вы деист, но не умеете молиться... считаете это лишним. Пожалуй!",neutral
1947,"Нет, какое? Марья Дмитриевна, какое? Я хочу знать!","Нет, какое? Марья Дмитриевна, какое? <i>— почти кричала она. — </i>Я хочу знать!",anger
1948,"Буду, буду, маменька! ","Буду, буду, маменька! <i>— говорила я, складывая руки и умоляя ее.</i>",fear
1949,"Не успел воротиться, а уж опять лыжи навострить сбираешься? И не думай! привяжу тебя на веревку... сиди!","Не успел воротиться, а уж опять лыжи навострить сбираешься? И не думай! привяжу тебя на веревку... сиди!",anger
1950,Наконец я у вас... неужели это правда? я как будто во сне.,"Наконец я у вас... <i>— начал он робко, — </i>неужели это правда? я как будто во сне.",joy
1951,"Спит, свинья беспутная! ","Спит, свинья беспутная! <i>— вздохнул Урбенин.</i>",disgust
1952,"Бог с ними — ни для кого; к тому же, я терпеть не могу поэтов и героев: первые очень прозаичны, докучают самолюбием и во всем помнят одних себя, а вторые... они совсем не для женщин.","Бог с ними — ни для кого; к тому же, я терпеть не могу поэтов и героев: первые очень прозаичны, докучают самолюбием и во всем помнят одних себя, а вторые... они совсем не для женщин.",disgust
1953,"Желал бы я знать, отчего вы вдруг по-французски заговорили? ","Желал бы я знать, отчего вы вдруг по-французски заговорили? <i>— угрюмо спрашивает Митенька.</i>",neutral
1954,Повадливость... да еще блудливая! почему ж непременно блудливая?,"Повадливость... да еще блудливая! <i>— не удержался я, — </i>почему ж непременно блудливая?",disgust
1955,Вот папенька-то как хорошо знает! ,"Вот папенька-то как хорошо знает! <i>— удивлялась мамочка, заливаясь слезами.</i>",joy
1956,"Да, да... Такая, брат, история... Сыновей, слава богу, поженил, теперь вот дочку выдаю, и остаемся мы со старухой сироты... Нету у нас теперь деток. Начистоту разделались. ","Да, да... <i>— вздыхает подполковник и задумывается. — </i>Такая, брат, история... Сыновей, слава богу, поженил, теперь вот дочку выдаю, и остаемся мы со старухой сироты... Нету у нас теперь деток. Начистоту разделались. ",sadness
1957,Господи! да неужто ж...,Господи! да неужто ж...,joy
1958,"Я, мама, виноват... ","Я, мама, виноват... <i>— начал было я.</i>",sadness
1959,"Разве вы уезжаете? Отчего же вам теперь не остаться? Останьтесь... с вами говорить весело... точно по краю пропасти ходишь. Сперва робеешь, а потом откуда смелость возьмется. Останьтесь.","Разве вы уезжаете? Отчего же вам теперь не остаться? Останьтесь... с вами говорить весело... точно по краю пропасти ходишь. Сперва робеешь, а потом откуда смелость возьмется. Останьтесь.",fear
1960,"Похвально; ну-с, продолжайте.","Похвально; ну-с, продолжайте.",joy
1961,"Андрей Петрович, извините мое невежество, что такое значит: шеллингианец?","Андрей Петрович, <i>— перебила его Елена, — </i>извините мое невежество, что такое значит: шеллингианец?",sadness
1962,"Нет, уж будут у тебя румяные щеки, как у меня! Ах, кабы завтра поскорей пришло! Тебе хочется спать, Неточка?","Нет, уж будут у тебя румяные щеки, как у меня! Ах, кабы завтра поскорей пришло! Тебе хочется спать, Неточка?",joy
1963,"Да, друг, проштрафился ты! «только свистните»! — шутка сказать! Ты на какой ленте-то ожидал?","Да, друг, проштрафился ты! «только свистните»! — шутка сказать! <i>— поддразнил и Глумов. — </i>Ты на какой ленте-то ожидал?",disgust
1964,"А я-то, а обо мне-то и забыли вы, Андрей Павлыч? я-то с кем же останусь? и вам не жаль меня будет? не жаль?.. а, Андрей Павлыч? что же вы молчите?","А я-то, а обо мне-то и забыли вы, Андрей Павлыч? я-то с кем же останусь? и вам не жаль меня будет? не жаль?.. а, Андрей Павлыч? что же вы молчите?",fear
1965,"Легко сказать! Но если ей деваться некуда? Женщина она одинокая, безродная, денег ни гроша, работать не умеет...","Легко сказать! Но если ей деваться некуда? Женщина она одинокая, безродная, денег ни гроша, работать не умеет...",fear
1966,"Да вы не сердитесь, пожалуйста, на меня, не обижайтесь; и без того много горя! ","Да вы не сердитесь, пожалуйста, на меня, не обижайтесь; и без того много горя! <i>— сказала она просящим голосом, а между тем насмешливая улыбка слегка мелькнула на ее хорошеньких губках.</i>",fear
1967,Признаюсь откровенно: случалось.,Признаюсь откровенно: случалось.,sadness
1968,Бабушка нейдет! Бабушка не любит! Бабушка не простит!,"Бабушка нейдет! Бабушка не любит! <i>— шептала она с тоской, отрезвившись на минуту от сна. — </i>Бабушка не простит!",fear
1969,"Вы должны уехать... Слышите, Дмитрий Дмитрич? Я приеду к вам в Москву. Я никогда не была счастлива, я теперь несчастна и никогда, никогда не буду счастлива, никогда! Не заставляйте же меня страдать еще больше! Клянусь, я приеду в Москву. А теперь расстанемся! Мой милый, добрый, дорогой мой, расстанемся!","Вы должны уехать... <i>— продолжала Анна Сергеевна шёпотом. — </i>Слышите, Дмитрий Дмитрич? Я приеду к вам в Москву. Я никогда не была счастлива, я теперь несчастна и никогда, никогда не буду счастлива, никогда! Не заставляйте же меня страдать еще больше! Клянусь, я приеду в Москву. А теперь расстанемся! Мой милый, добрый, дорогой мой, расстанемся!",sadness
1970,"Так это горько! так это горько, батюшка! за прогресс в отчаяние прийти можно!","Так это горько! так это горько, батюшка! за прогресс в отчаяние прийти можно!",sadness
1971,"А я так думаю, что он просто, как чадолюбивый отец, хочет одному из нас предложить руку и сердце своей дочери, ","А я так думаю, что он просто, как чадолюбивый отец, хочет одному из нас предложить руку и сердце своей дочери, <i>— сказал я.</i>",neutral
1972,Да; ma tante уехала в Царское Село; звала меня с собой. Мы будем обедать почти одни: Марья Семеновна только придет; иначе бы я не могла принять тебя. Сегодня ты не можешь объясниться. Как это все скучно! Зато завтра... спросила она шутливо.,"Да; ma tante уехала в Царское Село; звала меня с собой. Мы будем обедать почти одни: Марья Семеновна только придет; иначе бы я не могла принять тебя. Сегодня ты не можешь объясниться. Как это все скучно! Зато завтра... <i>— прибавила она и улыбнулась. </i>— <i>А что, если б я сегодня уехала в Царское Село? — </i>спросила она шутливо.",neutral
1973,Оставьте меня! ,Оставьте меня! <i>— повторила Наталья.</i>,anger
1974,"Мама, мама, родная моя, если б ты знала, что со мной делается! Прошу тебя, умоляю, позволь мне уехать! Умоляю!","Мама, мама, <i>— проговорила она, — </i>родная моя, если б ты знала, что со мной делается! Прошу тебя, умоляю, позволь мне уехать! Умоляю!",fear
1975,"Это в прошлом году, как мы лагерем во время пожара стояли, так в ту пору всякого скота тут довольно было! ","Это в прошлом году, как мы лагерем во время пожара стояли, так в ту пору всякого скота тут довольно было! <i>— объяснил один из стариков.</i>",neutral
1976,"Воды, воды! маменька, маменька, успокойтесь! на коленях умоляю вас успокоиться!..","Воды, воды! <i>— кричал дядя, </i>маменька, маменька, успокойтесь! на коленях умоляю вас успокоиться!..",fear
1977,"Прогуляться собираетесь? Вечерок-то будет хорош, только грозы бы вот не было. А впрочем, и лучше, кабы освежило...","Прогуляться собираетесь? Вечерок-то будет хорош, только грозы бы вот не было. А впрочем, и лучше, кабы освежило...",neutral
1978,"Небось! Я хоть и взял твой крест, а за часы не зарежу! ","Небось! Я хоть и взял твой крест, а за часы не зарежу! <i>— невнятно пробормотал он, как-то странно вдруг засмеявшись.</i>",disgust
1979,"А ты почему это знаешь, что я плакала?","А ты почему это знаешь, что я плакала?",neutral
1980,"Вы изволите говорить, что я обыграл вас, а на прошлой неделе кто у меня выиграл двенадцать рублей? да еще...","Вы изволите говорить, что я обыграл вас, <i>— промолвил Гедеоновский, — </i>а на прошлой неделе кто у меня выиграл двенадцать рублей? да еще...",neutral
1981,"Ну, можно ли, можно ли? Ах, какое вы дитя! Какое ребячество!.. Полноте!","Ну, можно ли, можно ли? Ах, какое вы дитя! Какое ребячество!.. Полноте!",disgust
1982,"Лиза, мы расстаемся навсегда, сердце мое разрывается, — дайте мне вашу руку на прощание.","Лиза, <i>— начал он умоляющим голосом, — </i>мы расстаемся навсегда, сердце мое разрывается, — дайте мне вашу руку на прощание.",fear
1983,"Прошу вас... прошу... Прошю, уведите ее домой.","Прошу вас... прошу... <i>— повторяла госпожа Ажогина, складывая губы сердечком на слоге «шу» и выговаривая его, как «шю». — </i>Прошю, уведите ее домой.",fear
1984,Год! а! давно бы ты сказал! это она предложила? Какая же она умница! Сколько ей лет?,"Год! а! давно бы ты сказал! <i>— перебил Петр Иваныч, — </i>это она предложила? Какая же она умница! Сколько ей лет?",joy
1985,"Ну, чего тебе? Ты меня разбудил.","Ну, чего тебе? <i>— стонет певица, когда ей надоедает эта возня. — </i>Ты меня разбудил.",anger
1986,"Милая моя вы, Катерина Николаевна, глубоко вы меня огорчаете, успокойтесь вы раз навсегда, не к вашему это даже характеру. Везде, где вы, там и радость, и вдруг теперь... Да уж в меня-то вы, я думаю, продолжаете верить: ведь знаете, как я вам предана. Ведь уж не меньше, как и Андрею Петровичу, к которому опять-таки вечной преданности моей не скрываю... Ну так поверьте же мне, честью клянусь вам, нет этого документа в руках у него, а может быть, и совсем ни у кого нет; да и не способен он на такие пронырства, грех вам и подозревать. Сами вы оба только сочинили себе эту вражду...","Милая моя вы, Катерина Николаевна, глубоко вы меня огорчаете, <i>— умоляла Татьяна Павловна, — </i>успокойтесь вы раз навсегда, не к вашему это даже характеру. Везде, где вы, там и радость, и вдруг теперь... Да уж в меня-то вы, я думаю, продолжаете верить: ведь знаете, как я вам предана. Ведь уж не меньше, как и Андрею Петровичу, к которому опять-таки вечной преданности моей не скрываю... Ну так поверьте же мне, честью клянусь вам, нет этого документа в руках у него, а может быть, и совсем ни у кого нет; да и не способен он на такие пронырства, грех вам и подозревать. Сами вы оба только сочинили себе эту вражду...",disgust
1987,"Это не то, не то! Нет, это совсем не то!","Это не то, не то! Нет, это совсем не то!",disgust
1988,"Для меня ужасно то, что я не могу не видеть его, каким он был молодым... Ты не поверишь, какой он был прелестный юноша, но я не понимал его тогда.","Для меня ужасно то, что я не могу не видеть его, каким он был молодым... Ты не поверишь, какой он был прелестный юноша, но я не понимал его тогда.",neutral
1989,"Почему же вы остались? Почему? Вы привыкли по вечерам не сидеть дома, и я не хочу, чтобы вы ради меня изменяли вашим привычкам. Поезжайте, пожалуйста, если не хотите, чтобы я чувствовала себя виноватой.","Почему же вы остались? <i>— говорила Зинаида Федоровна с напускною досадой и в то же время сияя от удовольствия. — </i>Почему? Вы привыкли по вечерам не сидеть дома, и я не хочу, чтобы вы ради меня изменяли вашим привычкам. Поезжайте, пожалуйста, если не хотите, чтобы я чувствовала себя виноватой.",sadness
1990,"Я вчера слышал, ты песни пел, и еще тебя видел...","Я вчера слышал, ты песни пел, и еще тебя видел...",neutral
1991,"Скажите, какая новость! ","Скажите, какая новость! <i>— проговорил между тем судья.</i>",surprise
1992,Что он тебе сделал? ,Что он тебе сделал? <i>— промолвила сквозь слезы жена.</i>,sadness
1993,"Дитя мое, что с тобой, моя милая, бедная Неточка? что с тобой?","Дитя мое, что с тобой, моя милая, бедная Неточка? что с тобой?",sadness
1994,"Нет, нет, ты... просто душегубец! Где письмо? Подай сюда! ","Нет, нет, ты... просто душегубец! Где письмо? Подай сюда! <i>— сказал Обломов.</i>",disgust
1995,"Очень благодарен, что пожаловали, прошу садиться.","Очень благодарен, что пожаловали, <i>— сказал опять Стрепетов и, указывая на стул, стоявший сбоку стола, добавил: — </i>прошу садиться.",joy
1996,"Но позвольте, что же это, наконец, значит? вы не в конюшню, кажется, вошли, господа, здесь моя мать и сестра...","Но позвольте, что же это, наконец, значит? <i>— громко заговорил он, строго оглядев вошедших и обращаясь преимущественно к Рогожину: — </i>вы не в конюшню, кажется, вошли, господа, здесь моя мать и сестра...",surprise
1997,Не помешала ли я вам? ,"Не помешала ли я вам? <i>— начала она робко, чуть слышно, и стала вставать.</i>",sadness
1998,"Вообще я ужасно доволен нашею поездкой. А вы, Левин?","Вообще я ужасно доволен нашею поездкой. А вы, Левин?",joy
1999,"Скажите, извините меня... вы очень его любите?","Скажите, <i>— начала она... — </i>извините меня... вы очень его любите?",sadness
2000,Бедные родители! ,Бедные родители! <i>— вздохнула полковница.</i>,sadness
2001,"Ты... ты сама позволяешь мне любить тебя — блаженствовать, безумствовать, жить... Вера, Вера!","Ты... ты сама позволяешь мне любить тебя — блаженствовать, безумствовать, жить... Вера, Вера!",joy
2002,"Позвольте мне, во-первых, милая маменька, принести вам чувствительную мою благодарность...","Позвольте мне, во-первых, милая маменька, принести вам чувствительную мою благодарность...",joy
2003,Как умерла! Сусанна? Умерла?,Как умерла! Сусанна? Умерла?,surprise
2004,"Эх, Арапов! Все это мечтания.","Эх, Арапов! Все это мечтания.",sadness
2005,Какие же это «кавалеры»?,Какие же это «кавалеры»?,disgust
2006,Вот новости выдумали! Говорите дело: что нужно?,Вот новости выдумали! Говорите дело: что нужно?,disgust
2007,"Что же, ты думаешь, может быть, что это я?..","Что же, ты думаешь, может быть, что это я?..",neutral
2008,Как это ты спрашиваешь? С княгинею Р... Особенно в верхней части лица. C'est de la meme famille.,Как это ты спрашиваешь? С княгинею Р... Особенно в верхней части лица. C'est de la meme famille.,neutral
2009,"А за это, ты думаешь, похвалят?","А за это, ты думаешь, похвалят?",neutral
2010,"Слышали ли вы. Пустынник, что во Франции делается?","Слышали ли вы. Пустынник, что во Франции делается?",neutral
2011,Ба! отчего ж так?,Ба! отчего ж так?,surprise
2012,"А, вы здесь!.. ","А, вы здесь!.. <i>— сказал изумившийся генерал.</i>",surprise
2013,"Ты добрый, старый товарищ... ты и в школе не смеялся надо мной... Ты знаешь, отчего я плачу? Ты ничего не знаешь, что со мной случилось?","Ты добрый, старый товарищ... ты и в школе не смеялся надо мной... Ты знаешь, отчего я плачу? Ты ничего не знаешь, что со мной случилось?",sadness
2014,На чем же он там улегся?,На чем же он там улегся?,neutral
2015,"А не слыхали вы, где его жена теперь?","А не слыхали вы, где его жена теперь?",neutral
2016,Я спросить хотел про ребенка. Ведь она у вас родила? Где ребенок?,Я спросить хотел про ребенка. Ведь она у вас родила? Где ребенок?,neutral
2017,Сколько вам лет?,Сколько вам лет?,neutral
2018,"Ага! Вы, кажется, теряете хладнокровие и начинаете удивляться? Очень рад, что вы на человека хотите походить. За это я вас потешу. Вот что значит услуживать молодым и высоким душой девицам: я сегодня от нее пощечину получил!","Ага! Вы, кажется, теряете хладнокровие и начинаете удивляться? Очень рад, что вы на человека хотите походить. За это я вас потешу. Вот что значит услуживать молодым и высоким душой девицам: я сегодня от нее пощечину получил!",joy
2019,"Чего, пустозвон, смеешься? чего помираешь?","Чего, пустозвон, смеешься? чего помираешь?",disgust
2020,Что случилось? ,Что случилось? <i>— прошептал он мягким и вкрадчивым шепотом.</i>,neutral
2021,"Вот как! Так это вы за мною, monsieur Райнер?","Вот как! Так это вы за мною, monsieur Райнер?",joy
2022,Как «украл»? что такое «украл»?,Как «украл»? что такое «украл»?,surprise
2023,Знает ли вас кто-нибудь в доме Троекурова? ,Знает ли вас кто-нибудь в доме Троекурова? <i>— спросил он.</i>,neutral
2024,"Да, но ведь и статьи в таком случае будут куриные?","Да, но ведь и статьи в таком случае будут куриные?",neutral
2025,"Скажите, вы сами его позвали, этого человека?","Скажите, <i>— проговорил в волнении Алеша, — </i>вы сами его позвали, этого человека?",fear
2026,"Да что с тобой? у тебя такое праздничное лицо! Асессора, что ли, тебе дали или крест?","Да что с тобой? у тебя такое праздничное лицо! Асессора, что ли, тебе дали или крест?",joy
2027,Изволили слышать о последнем событии на смотру в Петербурге? как себя новый французский посланник показал!,Изволили слышать о последнем событии на смотру в Петербурге? как себя новый французский посланник показал!,neutral
2028,"Послушайте, что же вы это делаете? ","Послушайте, что же вы это делаете? <i>— вскочил уж совсем Петр Степанович.</i>",surprise
2029,"Ах, боже мой, в самом деле! Так что же мы теперь будем делать? Как вы думаете, что теперь надо делать?","Ах, боже мой, в самом деле! Так что же мы теперь будем делать? Как вы думаете, что теперь надо делать?",fear
2030,"Неужели вы выписываете все эти газеты и журналы? Вероятно, вы содержите библиотеку?","Неужели вы выписываете все эти газеты и журналы? Вероятно, вы содержите библиотеку?",surprise
2031,"Он до безумия измучен, владыка, и... удивительно, как он еще держится, ","Он до безумия измучен, владыка, и... удивительно, как он еще держится, <i>— поддержал тут Друкарт.</i>",neutral
2032,"Хе-хе-хе! А-таки заметили, что я сказал сейчас Николаю, что он «не свои слова говорит»?","Хе-хе-хе! А-таки заметили, что я сказал сейчас Николаю, что он «не свои слова говорит»?",joy
2033,Здравствуйте! Как поживаете?,Здравствуйте! Как поживаете?,neutral
2034,"Довольна ли ты мною теперь, Глафира?","Довольна ли ты мною теперь, Глафира?",neutral
